,x,y,z,r,g,b,inlinear_idx
0,0.17385540692052812,-0.009585685308457282,1.4228814418777544,26.5,13.0,17.5,3.0
1,0.0907300308574949,0.28198139141891465,1.3139705477472075,108.0,47.5,121.5,5.0
2,0.021183560034108675,0.40242322936418246,1.1148020111148984,121.0,70.0,27.5,10.0
3,0.37209586358584873,0.572173154461617,1.8544719613005398,110.0,56.0,10.0,11.0
4,0.18948138182464172,-0.02207566889713716,1.4533092499674551,28.5,8.0,7.5,12.0
5,0.17385540692052812,-0.009585685308457282,1.4228814418777544,26.5,13.0,17.5,13.0
6,0.003404402839821809,-0.18034989430318313,1.0798190654010795,119.0,60.5,38.5,18.0
7,0.9346263222524078,0.8986258734865457,3.0238933808976327,22.0,96.0,52.5,19.0
8,0.17329202178411868,0.00829985536933901,1.4247070654263356,30.5,17.0,22.5,20.0
9,0.7630822989152316,1.0377456914126342,2.588612634416663,1.5,78.5,41.0,22.0
10,0.40089481179708386,0.5183249496543231,1.9373085233277816,116.5,61.5,14.0,23.0
11,0.1744821553251926,-0.0013678901498725522,1.4249523705447302,35.0,10.5,6.5,25.0
12,1.4076633620894035,1.1700985707778708,4.00738858479179,65.5,12.0,89.5,30.0
13,0.19962256583141344,-0.02800406720975743,1.4751753043888465,37.5,10.5,5.0,32.0
14,-0.009088599808825973,0.3246744780664798,1.0714943955975342,82.5,35.5,121.0,33.0
15,1.5596931948011505,1.282020730485694,4.31545200782359,95.0,38.5,124.0,36.0
16,-0.027248960124636415,0.0049182261967959315,1.0074260190633675,3.5,2.0,1.5,37.0
17,0.31325628681238554,0.6652260394203565,1.690260107743041,114.0,62.0,21.0,38.0
18,0.037507904106314605,-0.18313986141310665,1.1423888549731165,54.0,74.5,83.0,40.0
19,0.24292533973950933,0.5804321878101881,1.5581087437067085,3.0,76.0,28.5,48.0
20,0.5090595819177972,0.5277362013432022,2.180071035799935,17.0,91.5,44.5,51.0
21,0.2363061973020901,-0.012902445826892388,1.5606538325552441,93.5,75.5,79.5,52.0
22,1.3082735397425362,1.1041243081647203,3.8044526699501358,63.0,11.0,92.5,53.0
23,0.19883608550568388,0.5207578542281113,1.4778522027943468,119.0,57.0,9.5,54.0
24,-0.01678701734671858,0.009875306017546043,1.0289648654386288,15.5,2.5,2.0,56.0
25,1.7735100727717346,1.3840527272438388,4.766562961972158,110.5,55.0,9.0,60.0
26,0.039501682929492674,0.41166917905383127,1.1528144083887135,101.0,52.0,10.5,65.0
27,0.45598877737163906,0.7554539419882244,1.9842871557296855,116.0,61.0,13.0,66.0
28,0.026001734638606902,0.3779750025048083,1.1335405169789983,105.0,54.0,11.0,75.0
29,0.09413622650341574,-0.1346166083709126,1.2200339492922334,122.5,70.5,46.0,76.0
30,0.23245833064664292,-0.03425237756725229,1.5480136400521078,35.5,22.5,28.0,77.0
31,1.0379082228612622,1.0143072476052348,3.217914241741681,37.5,111.5,68.0,80.0
32,0.15031345676651342,1.0518111849957635e-05,1.3736926949713482,22.0,10.0,14.0,81.0
33,0.2967092706487163,0.6517134374672944,1.657431956644976,41.5,113.5,67.5,84.0
34,0.9346263222524078,0.8986258734865457,3.0238933808976327,22.0,96.0,52.5,89.0
35,-0.020499785577364364,0.26452292924284865,1.0658879151214784,111.5,62.0,27.0,91.0
36,0.021884706150952723,0.011987783956659528,1.10644063712447,10.5,0.5,1.0,92.0
37,0.047699520252931824,0.049372889555810796,1.1677922316716662,126.5,119.0,100.0,94.0
38,0.290335525187531,0.6064893644944306,1.65769673076435,110.5,58.0,14.5,95.0
39,0.9340470141875077,0.9080318817488718,3.019380932770519,79.0,22.0,100.0,96.0
40,0.5602626369526932,0.9443557333217873,2.1589418288792586,125.0,73.0,41.5,98.0
